,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
9303983,2014-11-06 18:21:17.0000001,15.0,2014-11-06 18:21:17 UTC,-74.006805,40.730738,-73.983511,40.765692,1
34236738,2014-03-19 22:16:29.0000005,8.5,2014-03-19 22:16:29 UTC,-73.989645,40.762325,-73.970025,40.753907,2
53424510,2014-07-20 21:28:12.0000001,5.5,2014-07-20 21:28:12 UTC,-73.978765,40.74586,-73.99083900000001,40.751121000000005,2
13738595,2014-03-24 11:47:36.0000002,34.83,2014-03-24 11:47:36 UTC,-73.86574300000001,40.770747,-73.960138,40.769483,1
35067445,2014-03-21 15:09:19.0000001,7.0,2014-03-21 15:09:19 UTC,-73.954954,40.779751,-73.951841,40.766578,1
46569106,2014-11-13 12:33:00.00000066,11.5,2014-11-13 12:33:00 UTC,-73.991872,40.754717,-74.005463,40.739012,1
51781588,2014-03-09 12:47:00.00000021,9.0,2014-03-09 12:47:00 UTC,-73.987195,40.755592,-73.983712,40.773525,1
9214410,2014-09-09 14:51:13.0000005,6.5,2014-09-09 14:51:13 UTC,-73.976677,40.743840000000006,-73.984045,40.744312,2
10264749,2014-03-14 11:14:00.000000170,26.5,2014-03-14 11:14:00 UTC,-73.964487,40.803342,-73.98818299999999,40.744741999999995,1
53977406,2014-03-05 23:59:43.0000002,13.0,2014-03-05 23:59:43 UTC,-73.982327,40.766533,-73.9432,40.799161,2
313498,2014-06-19 15:43:39.0000006,7.5,2014-06-19 15:43:39 UTC,-73.98614599999999,40.737367,-73.991536,40.745126,1
37372311,2014-01-19 14:21:00.000000226,34.0,2014-01-19 14:21:00 UTC,-73.988457,40.727625,-73.86417,40.769867,3
47594922,2014-10-09 21:50:49.0000001,8.5,2014-10-09 21:50:49 UTC,-74.011053,40.729003000000006,-73.986075,40.72786,2
32233681,2014-09-21 19:33:00.000000115,8.5,2014-09-21 19:33:00 UTC,-73.981753,40.76746,-73.961628,40.773920000000004,1
3278102,2014-09-20 03:43:00.000000102,4.5,2014-09-20 03:43:00 UTC,-73.99178,40.726797,-73.995035,40.723227,5
23716861,2014-11-16 18:42:00.00000063,5.5,2014-11-16 18:42:00 UTC,-74.00205,40.73045,-74.00881,40.73273,1
39192417,2014-06-15 16:54:00.000000151,33.5,2014-06-15 16:54:00 UTC,-73.776837,40.64503,-73.93856,40.67966,1
19506453,2014-06-23 00:23:53.0000003,17.0,2014-06-23 00:23:53 UTC,-73.990288,40.761623,-73.944039,40.819567,1
447980,2014-02-15 18:00:00.00000057,6.0,2014-02-15 18:00:00 UTC,-73.998962,40.74465,-73.991352,40.755542,5
29121535,2014-08-19 09:59:00.000000143,7.5,2014-08-19 09:59:00 UTC,-73.985872,40.735212,-73.991137,40.745472,2
21579723,2014-05-27 21:11:43.0000002,12.0,2014-05-27 21:11:43 UTC,-73.966657,40.753586999999996,-73.973732,40.787252,1
28247021,2014-03-23 17:05:00.000000111,6.5,2014-03-23 17:05:00 UTC,-73.989347,40.759305,-73.990558,40.750977,1
16756434,2014-12-02 18:53:01.0000002,8.5,2014-12-02 18:53:01 UTC,-73.945133,40.778842,-73.96419399999999,40.755348,1
27476158,2014-12-31 11:26:14.0000001,31.83,2014-12-31 11:26:14 UTC,-73.863043,40.769237,-73.957625,40.77274,1
37894930,2014-08-20 21:40:08.0000002,15.0,2014-08-20 21:40:08 UTC,0.0,0.0,-73.978468,40.785585,3
24248194,2014-12-26 22:59:00.000000134,14.0,2014-12-26 22:59:00 UTC,-73.999928,40.734727,-73.96058000000001,40.76968,1
25437745,2014-08-28 18:26:49.0000004,6.0,2014-08-28 18:26:49 UTC,-73.985218,40.747115,-73.979487,40.752282,1
13056382,2014-08-01 17:16:00.00000061,7.5,2014-08-01 17:16:00 UTC,-74.000097,40.732912,-73.986637,40.74035,1
39282438,2014-10-03 07:11:00.00000039,4.0,2014-10-03 07:11:00 UTC,-73.992525,40.756586999999996,-73.98984200000001,40.75213,1
30499348,2014-06-17 23:12:00.000000162,12.5,2014-06-17 23:12:00 UTC,-73.9869,40.739047,-73.95230699999999,40.7728,6
850662,2014-01-22 18:52:00.000000194,57.33,2014-01-22 18:52:00 UTC,-73.961692,40.779517,-73.99299,40.754832,1
15214048,2014-06-23 14:14:23.0000002,9.5,2014-06-23 14:14:23 UTC,-73.97567099999999,40.752113,-73.999128,40.729924,1
4127382,2014-08-20 14:49:00.00000065,4.0,2014-08-20 14:49:00 UTC,-73.973685,40.757692,-73.971742,40.760417,2
22690241,2014-03-13 14:27:00.000000158,20.5,2014-03-13 14:27:00 UTC,-73.953592,40.787057,-73.98325799999999,40.744397,1
19263608,2014-04-23 08:02:00.000000232,33.83,2014-04-23 08:02:00 UTC,-73.98743499999999,40.747246999999994,-73.873012,40.774163,6
33526726,2014-10-25 09:39:54.0000001,57.33,2014-10-25 09:39:54 UTC,-73.984008,40.767934000000004,-73.786284,40.644141999999995,2
38432872,2014-06-04 22:50:04.0000005,29.5,2014-06-04 22:50:04 UTC,-73.994185,40.751156,-73.911281,40.844417,1
16290110,2014-03-16 00:13:51.0000001,13.5,2014-03-16 00:13:51 UTC,-73.98177199999999,40.756336,-73.990725,40.724393,1
38319843,2014-10-08 18:15:00.00000065,10.0,2014-10-08 18:15:00 UTC,-73.983362,40.766011999999996,-73.971345,40.758052,1
5817388,2014-04-23 22:37:00.00000098,5.5,2014-04-23 22:37:00 UTC,-73.99299,40.744432,-73.988185,40.756342,1
13164332,2014-12-26 23:53:18.0000003,6.5,2014-12-26 23:53:18 UTC,-73.989639,40.756370000000004,-73.996287,40.76379,2
40126240,2014-03-22 15:51:20.0000003,7.5,2014-03-22 15:51:20 UTC,-74.004745,40.730290000000004,-73.990381,40.728759000000004,2
31352665,2014-11-28 22:55:52.0000003,15.0,2014-11-28 22:55:52 UTC,-73.98827800000001,40.774615000000004,-73.946569,40.792365000000004,2
41457251,2014-12-31 22:35:00.000000208,21.0,2014-12-31 22:35:00 UTC,-73.955095,40.780227000000004,-73.993627,40.721625,1
37198462,2014-12-20 21:32:00.00000071,9.0,2014-12-20 21:32:00 UTC,-73.985013,40.753817,-73.981595,40.745965000000005,1
25328979,2014-06-20 09:51:47.0000002,14.5,2014-06-20 09:51:47 UTC,-74.006058,40.751013,-73.974098,40.754042,1
6738459,2014-02-07 20:23:00.000000243,5.5,2014-02-07 20:23:00 UTC,-73.983397,40.781237,-73.974422,40.792396999999994,6
43326041,2014-05-28 07:28:36.0000002,10.5,2014-05-28 07:28:36 UTC,-73.978887,40.787498,-73.950715,40.800744,1
40478774,2014-02-25 09:42:36.0000003,19.0,2014-02-25 09:42:36 UTC,-73.977987,40.719765,-73.95746,40.772615,1
14994500,2014-08-23 01:49:00.000000137,16.5,2014-08-23 01:49:00 UTC,-74.006315,40.7397,-73.951812,40.771,1
23992438,2014-04-26 20:54:00.00000035,7.0,2014-04-26 20:54:00 UTC,-73.95304499999999,40.772207,-73.93555699999999,40.795840000000005,3
12299874,2014-09-06 02:03:00.00000054,9.5,2014-09-06 02:03:00 UTC,-74.00670500000001,40.744021999999994,-73.982342,40.767247,5
4050598,2014-03-16 00:38:49.0000003,5.0,2014-03-16 00:38:49 UTC,-73.985304,40.735745,-73.976311,40.748333,1
3879271,2014-11-18 14:49:25.0000002,5.5,2014-11-18 14:49:25 UTC,-73.998699,40.760965,-73.994869,40.752679,3
17219210,2014-04-04 21:16:00.000000267,8.0,2014-04-04 21:16:00 UTC,-73.983798,40.7706,-73.98232,40.760857,1
3680184,2014-02-24 09:37:36.0000003,12.5,2014-02-24 09:37:36 UTC,-74.00711,40.734388,-73.991851,40.753695,1
20107479,2014-09-01 00:43:55.0000001,13.5,2014-09-01 00:43:55 UTC,-73.962902,40.79926,-73.93956700000001,40.842665000000004,2
45224157,2014-06-16 17:53:00.000000171,12.0,2014-06-16 17:53:00 UTC,-73.99111500000001,40.755802,-73.992082,40.728865,3
4893872,2014-04-05 22:59:11.0000003,10.5,2014-04-05 22:59:11 UTC,-73.980972,40.778352000000005,-73.952122,40.786181,1
17843941,2014-06-01 16:38:00.00000016,11.0,2014-06-01 16:38:00 UTC,-74.005782,40.731592,-73.98315699999999,40.761137,1
2345895,2014-04-18 20:15:00.000000283,4.5,2014-04-18 20:15:00 UTC,-73.982247,40.742905,-73.981002,40.737027000000005,2
9419177,2014-02-20 20:46:00.000000145,29.0,2014-02-20 20:46:00 UTC,-74.011222,40.702946999999995,-74.019175,40.627437,2
34062180,2014-04-05 01:31:21.0000002,16.0,2014-04-05 01:31:21 UTC,-73.984426,40.724810999999995,-73.948136,40.774541,1
19728470,2014-02-18 18:13:22.0000002,20.0,2014-02-18 18:13:22 UTC,-73.978675,40.754718,-74.010745,40.711472,1
553361,2014-12-11 22:19:00.000000222,8.5,2014-12-11 22:19:00 UTC,-73.9677,40.75608,-73.98735,40.73274,1
47925884,2014-01-26 02:28:02.0000002,9.5,2014-01-26 02:28:02 UTC,0.0,0.0,-73.991545,40.722773,1
53928998,2014-02-14 17:17:00.00000050,57.33,2014-02-14 17:17:00 UTC,-73.994733,40.740147,-73.78383000000001,40.643597,1
14635370,2014-02-23 16:42:00.00000053,8.0,2014-02-23 16:42:00 UTC,-73.982297,40.731691999999995,-73.965595,40.754912,5
8384711,2014-04-24 21:55:37.0000002,16.0,2014-04-24 21:55:37 UTC,-73.97175,40.792165999999995,-73.923466,40.831912,1
38178459,2014-02-08 01:37:00.000000134,14.0,2014-02-08 01:37:00 UTC,-73.988475,40.685916999999996,-73.93035,40.681837,1
46187036,2014-06-27 08:02:00.000000106,8.5,2014-06-27 08:02:00 UTC,-73.94601,40.780952,-73.960975,40.762437,1
31164243,2014-06-03 12:13:15.0000002,36.33,2014-06-03 12:13:15 UTC,-73.999928,40.761528000000006,-73.96826800000001,40.637027,3
15880989,2014-01-20 20:49:00.00000035,6.0,2014-01-20 20:49:00 UTC,-73.9834,40.725937,-73.998035,40.725377,1
18302679,2014-02-05 21:07:58.0000002,6.5,2014-02-05 21:07:58 UTC,-73.994675,40.76105,-73.984034,40.780504,1
2540951,2014-01-30 13:05:27.0000003,15.5,2014-01-30 13:05:27 UTC,-74.00809699999999,40.747943,-73.98442,40.753408,1
20447364,2014-04-20 13:32:11.0000005,4.5,2014-04-20 13:32:11 UTC,-73.993627,40.75197,-73.98761999999999,40.74951,1
35728527,2014-08-01 20:17:00.00000053,11.0,2014-08-01 20:17:00 UTC,0.0,0.0,0.0,0.0,1
31325370,2014-09-04 08:25:40.0000004,12.0,2014-09-04 08:25:40 UTC,-73.995681,40.759265,-73.98581300000001,40.744095,1
10591172,2014-03-12 01:19:00.00000061,7.0,2014-03-12 01:19:00 UTC,-73.96993,40.759987,-73.95569499999999,40.780755,5
17309354,2014-10-24 10:23:27.0000001,43.83,2014-10-24 10:23:27 UTC,-73.874465,40.774058000000004,-73.979046,40.761932,1
3142985,2014-05-14 17:16:00.000000101,25.0,2014-05-14 17:16:00 UTC,-73.988765,40.718862,-73.99242,40.753197,1
37368995,2014-05-11 16:51:00.00000021,14.0,2014-05-11 16:51:00 UTC,-73.9826,40.76433,-74.006813,40.749217,1
23362189,2014-05-04 19:43:26.0000003,6.5,2014-05-04 19:43:26 UTC,-73.981838,40.771498,-73.975483,40.789437,1
55265259,2014-12-08 22:57:00.000000156,9.0,2014-12-08 22:57:00 UTC,-73.98464399999999,40.737093,-73.963584,40.765329,1
53700132,2014-11-12 09:19:27.0000001,14.0,2014-11-12 09:19:27 UTC,-73.96668000000001,40.794017,-73.944806,40.773363,1
7385134,2014-12-05 13:59:58.0000002,37.83,2014-12-05 13:59:58 UTC,-73.86282,40.768896000000005,-73.983818,40.730086,1
12608741,2014-11-01 17:08:00.000000113,5.0,2014-11-01 17:08:00 UTC,-73.976135,40.759465000000006,-73.978712,40.75186,1
21173058,2014-03-31 19:44:00.000000156,9.5,2014-03-31 19:44:00 UTC,-73.970893,40.751616999999996,-73.985252,40.724392,5
20442946,2014-09-10 03:27:00.00000011,31.0,2014-09-10 03:27:00 UTC,-74.003997,40.741942,-73.896035,40.733979999999995,1
40858051,2014-08-01 10:09:00.000000192,8.0,2014-08-01 10:09:00 UTC,-73.99478,40.72505,-74.00703,40.717290000000006,1
10993158,2014-07-21 08:32:56.0000002,7.0,2014-07-21 08:32:56 UTC,-74.003437,40.747567,-73.988534,40.75333,1
13148720,2014-05-21 22:27:00.000000193,20.0,2014-05-21 22:27:00 UTC,0.0,0.0,0.0,0.0,2
50678139,2014-09-23 16:56:46.0000005,6.0,2014-09-23 16:56:46 UTC,-73.993145,40.767821000000005,-73.98275699999999,40.768026,1
23757333,2014-11-19 15:21:00.0000001,8.5,2014-11-19 15:21:00 UTC,-73.95277,40.77584,-73.97097,40.76424,1
29341024,2014-07-18 15:21:07.0000001,10.0,2014-07-18 15:21:07 UTC,-73.969563,40.788086,-73.969563,40.788086,1
12981226,2014-09-09 20:10:00.000000161,8.5,2014-09-09 20:10:00 UTC,-73.994862,40.740085,-73.988922,40.75784,1
20082197,2014-04-13 08:47:04.0000002,7.5,2014-04-13 08:47:04 UTC,-73.98464399999999,40.763674,-73.984786,40.748366,3
55230336,2014-08-12 19:45:32.0000001,19.0,2014-08-12 19:45:32 UTC,-73.988203,40.739294,-74.01179,40.703314,1
49068430,2014-05-01 23:17:00.000000235,16.0,2014-05-01 23:17:00 UTC,-73.993835,40.747442,-73.96333299999999,40.797762,1
1432987,2014-10-22 14:12:00.000000102,4.5,2014-10-22 14:12:00 UTC,-74.00645,40.73884,-74.00928,40.72873,3
16729956,2014-01-03 12:14:00.00000099,17.0,2014-01-03 12:14:00 UTC,-73.990347,40.718977,-73.973855,40.763777000000005,6
41729825,2014-06-03 20:56:00.00000088,8.5,2014-06-03 20:56:00 UTC,-73.975612,40.760227,-73.993235,40.736521999999994,1
44528579,2014-07-21 20:19:00.000000221,14.0,2014-07-21 20:19:00 UTC,0.0,0.0,0.0,0.0,1
46008895,2014-08-24 06:41:00.00000011,7.5,2014-08-24 06:41:00 UTC,0.0,0.0,0.0,0.0,1
54595801,2014-07-31 22:44:00.000000193,15.5,2014-07-31 22:44:00 UTC,-74.0127,40.707640000000005,-73.95846,40.719159999999995,6
11134707,2014-04-19 19:17:00.000000192,9.5,2014-04-19 19:17:00 UTC,-73.967327,40.75718,-73.983743,40.730097,1
53229219,2014-08-30 10:41:00.00000067,4.0,2014-08-30 10:41:00 UTC,-73.97216,40.765535,-73.971827,40.761196999999996,5
3706510,2014-12-10 00:47:00.00000048,10.5,2014-12-10 00:47:00 UTC,-73.988845,40.736435,-73.980565,40.764265,1
46406315,2014-04-20 03:36:00.00000030,55.16,2014-04-20 03:36:00 UTC,-73.994495,40.735152,-74.073717,40.603777,1
29934876,2014-04-24 07:35:00.00000026,32.0,2014-04-24 07:35:00 UTC,-73.99778,40.725927,-73.864025,40.769492,1
5292288,2014-07-30 09:20:47.0000003,5.5,2014-07-30 09:20:47 UTC,-73.998982,40.7266,-73.99296899999999,40.733681,1
35255963,2014-11-22 22:14:30.0000002,5.5,2014-11-22 22:14:30 UTC,-73.95610500000001,40.779695000000004,-73.969548,40.78546,1
47935654,2014-04-02 17:37:20.0000001,5.0,2014-04-02 17:37:20 UTC,-73.980642,40.765752,-73.988185,40.769667,1
33632894,2014-08-05 19:22:00.000000168,7.5,2014-08-05 19:22:00 UTC,-73.99408000000001,40.751129999999996,-73.9857,40.74438,1
28254229,2014-11-04 20:28:00.000000227,3.5,2014-11-04 20:28:00 UTC,0.0,0.0,0.0,0.0,1
28534679,2014-06-09 09:06:00.00000024,9.5,2014-06-09 09:06:00 UTC,-73.98066,40.748144,-73.986388,40.756477000000004,1
10792608,2014-01-18 21:06:32.0000005,6.0,2014-01-18 21:06:32 UTC,-73.988897,40.774068,-73.989311,40.763664,1
23970268,2014-02-27 14:13:00.000000108,11.0,2014-02-27 14:13:00 UTC,-73.983632,40.734282,-73.975352,40.751387,1
29029636,2014-05-25 15:49:00.00000096,6.0,2014-05-25 15:49:00 UTC,-74.002825,40.760462,-74.006222,40.748507000000004,6
11200439,2014-07-14 09:04:00.00000094,10.5,2014-07-14 09:04:00 UTC,-73.96070999999999,40.775832,-73.971317,40.759357,1
28301034,2014-03-22 04:43:15.0000003,6.0,2014-03-22 04:43:15 UTC,-73.96779000000001,40.756006,-73.974272,40.743193,1
22538776,2014-10-22 15:56:35.0000001,14.5,2014-10-22 15:56:35 UTC,-73.959536,40.777105,-73.975995,40.751697,1
43061973,2014-10-12 23:17:00.00000052,15.5,2014-10-12 23:17:00 UTC,-73.98259,40.766999999999996,-73.94885,40.824040000000004,3
48286634,2014-10-08 00:00:47.0000002,10.0,2014-10-08 00:00:47 UTC,-73.981493,40.780516999999996,-73.965886,40.771972999999996,1
36293187,2014-02-05 22:11:53.0000001,7.0,2014-02-05 22:11:53 UTC,-73.976475,40.78849,-73.988969,40.776734999999995,1
36011160,2014-07-16 06:24:00.00000028,11.5,2014-07-16 06:24:00 UTC,-73.94866,40.782195,-73.975767,40.741496999999995,1
38086681,2014-11-19 10:37:56.0000008,40.0,2014-11-19 10:37:56 UTC,-73.95781600000001,40.785159,-73.95636400000001,40.784473,1
37201935,2014-09-08 22:17:00.0000009,8.5,2014-09-08 22:17:00 UTC,-73.966735,40.784267,-73.966735,40.784267,2
6682550,2014-03-06 14:19:10.0000002,7.0,2014-03-06 14:19:10 UTC,-73.977148,40.776958,-73.98397299999999,40.761153,1
9190631,2014-01-01 01:06:49.0000003,14.0,2014-01-01 01:06:49 UTC,-73.955277,40.768904,-73.990735,40.761185,1
15873766,2014-11-26 09:05:36.0000003,13.0,2014-11-26 09:05:36 UTC,-74.014772,40.718097,-73.995231,40.749988,2
53706255,2014-04-27 15:14:00.00000094,20.0,2014-04-27 15:14:00 UTC,-73.97971700000001,40.760712,-74.004565,40.737722,1
6455259,2014-10-03 15:03:00.000000126,10.5,2014-10-03 15:03:00 UTC,-73.973668,40.764032,-73.972627,40.780927,3
2348254,2014-03-25 23:47:17.0000002,10.5,2014-03-25 23:47:17 UTC,0.0,0.0,0.0,0.0,3
22803220,2014-09-23 00:28:16.0000001,8.0,2014-09-23 00:28:16 UTC,-73.99994699999999,40.733178,-73.975143,40.733096999999994,1
49743426,2014-10-23 10:54:59.0000001,5.0,2014-10-23 10:54:59 UTC,-73.99945799999999,40.731218,-74.002273,40.725514000000004,1
1874882,2014-04-22 08:35:00.00000075,13.5,2014-04-22 08:35:00 UTC,-73.94791,40.774955,-73.971437,40.761767,1
41853583,2014-03-07 22:38:00.000000122,4.5,2014-03-07 22:38:00 UTC,-73.962818,40.81128,-73.962898,40.80433,3
49831659,2014-08-22 23:53:24.0000003,6.0,2014-08-22 23:53:24 UTC,-74.00053299999999,40.732321999999996,-73.983603,40.738294,2
13260446,2014-04-13 18:03:00.000000198,5.5,2014-04-13 18:03:00 UTC,-73.96969,40.765682,-73.96300500000001,40.777986999999996,5
49784956,2014-07-15 16:37:13.0000002,7.5,2014-07-15 16:37:13 UTC,-73.986918,40.733343,-74.00896,40.735399,1
28034793,2014-02-19 08:38:08.0000002,4.5,2014-02-19 08:38:08 UTC,-73.976051,40.752158,-73.979208,40.746193,1
18862783,2014-10-10 00:53:00.00000016,5.5,2014-10-10 00:53:00 UTC,-73.98562,40.744592,-73.97532,40.756015000000005,1
41226625,2014-03-18 04:37:30.0000001,34.83,2014-03-18 04:37:30 UTC,-73.972909,40.764143,-73.870754,40.773932,1
54708916,2014-08-24 23:59:00.00000016,6.0,2014-08-24 23:59:00 UTC,-73.984527,40.75473,-73.978877,40.745927,2
23425000,2014-09-21 21:59:00.00000097,23.5,2014-09-21 21:59:00 UTC,-73.94954,40.772677,-73.958287,40.713342,1
6296684,2014-05-04 15:53:00.00000017,10.5,2014-05-04 15:53:00 UTC,-73.964742,40.760065000000004,-73.93934300000001,40.765352,1
15645811,2014-05-28 15:20:21.0000002,57.33,2014-05-28 15:20:21 UTC,-73.984062,40.756576,-73.782402,40.648728000000006,1
46000396,2014-05-14 11:21:00.000000158,11.5,2014-05-14 11:21:00 UTC,-73.99708000000001,40.753882,-74.006405,40.726295,5
16255773,2014-01-15 12:54:00.00000026,4.0,2014-01-15 12:54:00 UTC,-73.977777,40.779502,-73.977592,40.784202,1
49780840,2014-08-19 11:56:00.00000089,7.0,2014-08-19 11:56:00 UTC,-73.982383,40.773982000000004,-73.972955,40.762752,1
47861364,2014-11-02 18:19:00.00000074,10.5,2014-11-02 18:19:00 UTC,-73.99939,40.74416,-73.99637,40.72206,1
50652208,2014-05-15 22:00:07.0000002,5.0,2014-05-15 22:00:07 UTC,-73.968087,40.767907,-73.97735,40.766188,1
51407625,2014-01-29 17:06:32.0000003,7.0,2014-01-29 17:06:32 UTC,-73.96889200000001,40.763521999999995,-73.954833,40.770745,2
23730091,2014-03-15 21:13:20.0000003,36.5,2014-03-15 21:13:20 UTC,-73.862708,40.768786,-74.009089,40.716153000000006,1
53543174,2014-11-18 20:14:00.000000250,3.5,2014-11-18 20:14:00 UTC,-73.989622,40.746462,-73.99296700000001,40.749682,1
3842982,2014-11-29 11:43:00.0000002,3.5,2014-11-29 11:43:00 UTC,-73.970037,40.797282,-73.967787,40.801522,1
2555079,2014-05-03 07:50:37.0000001,10.5,2014-05-03 07:50:37 UTC,-73.97838,40.752246,-73.980938,40.780996,1
26850182,2014-02-14 12:41:09.0000004,9.5,2014-02-14 12:41:09 UTC,-73.970182,40.761404999999996,-73.986588,40.739905,1
28773003,2014-06-16 09:38:09.0000004,13.5,2014-06-16 09:38:09 UTC,-73.976444,40.754771000000005,-73.999992,40.726989,2
49193884,2014-04-07 13:07:23.0000001,35.33,2014-04-07 13:07:23 UTC,-73.972916,40.755176,-73.87037099999999,40.773665,1
30618131,2014-06-07 04:03:00.00000017,9.5,2014-06-07 04:03:00 UTC,-74.002685,40.8769,0.0,0.0,1
17821506,2014-02-09 09:14:00.00000059,16.5,2014-02-09 09:14:00 UTC,-73.979648,40.727540000000005,-73.959183,40.780062,1
47808549,2014-05-22 20:08:00.000000168,6.5,2014-05-22 20:08:00 UTC,-73.945915,40.772954999999996,-73.95909499999999,40.767537,1
50692854,2014-04-23 07:25:00.000000175,6.5,2014-04-23 07:25:00 UTC,-73.966712,40.788882,-73.956772,40.785117,6
691451,2014-08-30 01:28:00.00000059,13.0,2014-08-30 01:28:00 UTC,-73.976771,40.749429,-74.005526,40.727449,1
33434631,2014-10-10 12:52:15.0000001,8.5,2014-10-10 12:52:15 UTC,-73.98167099999999,40.771321,-73.964487,40.773146000000004,1
11527305,2014-08-07 12:15:00.000000143,8.0,2014-08-07 12:15:00 UTC,-74.00845,40.72117,-74.00165,40.740970000000004,6
53655789,2014-10-23 19:02:02.0000001,10.0,2014-10-23 19:02:02 UTC,-73.97552900000001,40.782163,-73.96714,40.807507,2
39664251,2014-06-18 23:18:34.0000004,12.5,2014-06-18 23:18:34 UTC,-74.006668,40.740367,-73.976628,40.747737,1
5306801,2014-07-28 19:28:00.00000021,8.0,2014-07-28 19:28:00 UTC,-73.97325,40.764309999999995,-73.98890300000001,40.747882000000004,2
27680722,2014-08-09 04:25:38.0000001,9.0,2014-08-09 04:25:38 UTC,-74.004085,40.742095,-73.980976,40.758963,1
50646892,2014-09-07 19:47:00.00000056,38.0,2014-09-07 19:47:00 UTC,-73.78240500000001,40.64464,-73.926997,40.629397,1
14135365,2014-06-08 19:54:00.00000085,12.5,2014-06-08 19:54:00 UTC,-73.954785,40.76967,-73.991957,40.749567,5
11507418,2014-05-08 13:12:00.000000146,6.5,2014-05-08 13:12:00 UTC,-74.011852,40.72186,-74.008365,40.742185,5
5323790,2014-03-01 00:28:00.00000047,12.0,2014-03-01 00:28:00 UTC,-73.940915,40.712552,-73.949437,40.684146999999996,4
51025356,2014-01-18 02:25:55.0000004,16.5,2014-01-18 02:25:55 UTC,-73.993895,40.720935,-73.957875,40.7704,2
47172796,2014-12-05 06:14:39.0000001,49.5,2014-12-05 06:14:39 UTC,-73.776697,40.645364,-73.95684200000001,40.744778000000004,2
39347474,2014-04-19 17:58:00.00000090,9.5,2014-04-19 17:58:00 UTC,-73.97020699999999,40.761897,-73.94818000000001,40.791357,6
12883150,2014-05-21 21:34:02.0000005,8.5,2014-05-21 21:34:02 UTC,-73.98413199999999,40.740474,-73.99377199999999,40.720822999999996,1
30286308,2014-08-28 15:43:00.000000154,34.0,2014-08-28 15:43:00 UTC,-73.961805,40.768157,-73.948792,40.72378,1
35210076,2014-02-07 22:09:45.0000003,9.5,2014-02-07 22:09:45 UTC,-73.951275,40.785804,-73.958055,40.761201,1
8261497,2014-08-02 03:20:00.00000044,21.0,2014-08-02 03:20:00 UTC,-73.980083,40.730352,-73.980527,40.676315,5
28085070,2014-05-16 19:44:34.0000002,8.5,2014-05-16 19:44:34 UTC,-73.99275899999999,40.746159000000006,-73.979123,40.753448,1
39253201,2014-04-27 01:49:00.000000216,26.5,2014-04-27 01:49:00 UTC,-73.974262,40.753586999999996,-73.938182,40.681667,1
44311729,2014-12-31 19:36:17.0000002,5.5,2014-12-31 19:36:17 UTC,-73.951955,40.777755,-73.960973,40.765372,1
13904605,2014-05-20 12:45:00.00000099,14.5,2014-05-20 12:45:00 UTC,-73.987703,40.732345,-73.98135500000001,40.759496999999996,3
6445160,2014-12-28 01:34:00.00000021,17.0,2014-12-28 01:34:00 UTC,-74.006547,40.731705,-73.95200200000001,40.71257,1
28487784,2014-11-26 23:24:37.0000005,11.0,2014-11-26 23:24:37 UTC,-73.996655,40.71515,-74.003923,40.742775,1
18106080,2014-07-01 12:29:46.0000005,34.0,2014-07-01 12:29:46 UTC,-73.77669,40.645387,-73.81237,40.589189000000005,1
28479839,2014-07-17 23:52:00.00000074,6.5,2014-07-17 23:52:00 UTC,-73.993577,40.727327,-73.98835,40.722772,1
27857908,2014-09-13 00:17:00.000000225,41.5,2014-09-13 00:17:00 UTC,-73.78981,40.64727,-73.955265,40.577507000000004,2
18494012,2014-10-18 14:29:38.0000005,4.5,2014-10-18 14:29:38 UTC,-73.951255,40.785790000000006,-73.956777,40.778162,1
22324626,2014-03-11 01:37:44.0000001,7.0,2014-03-11 01:37:44 UTC,-73.991946,40.754374,-73.99539,40.751253000000005,1
11140263,2014-10-16 16:52:36.0000001,51.83,2014-10-16 16:52:36 UTC,-73.86269899999999,40.76886,-73.99548,40.764752,3
7643473,2014-03-03 18:57:00.00000078,15.0,2014-03-03 18:57:00 UTC,-73.980242,40.754417,-73.977762,40.788905,1
622251,2014-09-19 01:24:00.0000005,14.5,2014-09-19 01:24:00 UTC,-73.98919699999999,40.665615,-73.94953000000001,40.693842,3
6770581,2014-06-01 23:23:00.000000132,18.0,2014-06-01 23:23:00 UTC,-74.002037,40.729577,-73.982642,40.756634999999996,1
2295273,2014-08-25 07:36:00.00000038,7.5,2014-08-25 07:36:00 UTC,-74.014782,40.716665,-74.014553,40.703115000000004,6
31904441,2014-10-13 18:05:00.000000165,10.0,2014-10-13 18:05:00 UTC,-73.976477,40.765992,-73.959292,40.760087,2
52580517,2014-11-03 16:12:00.00000098,16.5,2014-11-03 16:12:00 UTC,-73.995072,40.725295,-73.97878299999999,40.764862,5
19659236,2014-12-05 14:35:00.00000070,7.5,2014-12-05 14:35:00 UTC,-73.96795,40.76255,-73.97861999999999,40.74779,5
29369337,2014-10-26 00:31:54.0000005,5.0,2014-10-26 00:31:54 UTC,-73.991283,40.723659999999995,-73.984071,40.722401,1
54892814,2014-08-23 01:04:59.0000002,18.0,2014-08-23 01:04:59 UTC,-73.98247099999999,40.762591,-74.008414,40.71288,1
30422224,2014-09-09 08:20:00.000000113,12.0,2014-09-09 08:20:00 UTC,-73.98977,40.73525,-74.01456999999999,40.71405,2
